"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Morocco","MAR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","43.7143898010254","","","","","","","","","","","","55.1551704406738","","","","","","","","","","65.7067565917969","","","","68.3658599853516","68.9176177978516","","76.0735778808594","80.3833618164063","","","","","","83.3013534545898","","",
"Monaco","MCO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6140518188477","","","","","","","","","","","97.9776229858398","","","","99.1103363037109","","","99.155517578125","","99.3576278686523","99.3536529541016","","99.3735885620117","","99.6020126342773","","","","","","",
"Madagascar","MDG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5383224487305","","","","","63.3470687866211","","","","67.4173126220703","","","75.0288696289063","","","","","","77.2751388549805","","",
"Maldives","MDV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","82.4048461914063","","","","","","","","92.114013671875","","","","","95.8971328735352","","","","","96.212272644043","","","","","","","","","","","98.3656921386719","","","","","","","","98.5203399658203","","97.2989273071289","","","","",
"Middle East & North Africa","MEA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","57.0153999328613","57.4827308654785","57.9767189025879","58.2125587463379","59.0048713684082","59.6209602355957","60.2431182861328","60.9390983581543","61.5813903808594","62.2579383850098","62.6681900024414","63.5001411437988","64.399528503418","65.1441116333008","65.9079971313477","66.8791885375977","67.7317504882813","69.8040008544922","70.7643432617188","71.6029510498047","72.7575378417969","73.3865737915039","74.5169372558594","75.3487396240234","76.2682723999023","77.2463607788086","78.0412521362305","78.7580871582031","79.7025985717773","80.0408782958984","83.3970031738281","83.9262237548828","83.1007614135742","82.4838562011719","83.0651397705078","83.5257873535156","83.1452102661133","83.6138916015625","84.2983169555664","86.9505767822266","86.9663696289063","87.945671081543","86.0082778930664","86.8549880981445","87.3728637695313","85.0852203369141","85.3279418945313","",
"Mexico","MEX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","86.2426528930664","","","","","","","","","","90.3473968505859","","","","","","","","","","92.5593719482422","","91.997802734375","","92.4496078491211","93.1904067993164","93.9011993408203","94.4415130615234","94.5921630859375","94.9165725708008","94.3839416503906","94.7827682495117","95.3916320800781","95.1121063232422","95.6204681396484","95.5493316650391","95.8448181152344","95.8723678588867","96.2329025268555","","",
"Marshall Islands","MHL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3250885009766","","","","","","","","","",
"Middle income","MIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","70.8216171264648","70.8962020874023","71.1648406982422","71.7140197753906","72.2405166625977","72.5610504150391","73.0920486450195","73.7084197998047","74.2551193237305","74.8001480102539","75.2981262207031","75.7675018310547","76.4118499755859","78.1596298217773","78.5846786499023","78.710693359375","79.2594223022461","79.9405364990234","80.4584732055664","80.872917175293","81.2669372558594","81.6538467407227","83.2701110839844","84.875846862793","85.1640930175781","85.3248825073242","85.5512008666992","85.8756866455078","86.4918899536133","86.8264465332031","86.9158172607422","87.0992889404297","87.1830215454102","87.7458190917969","87.9867935180664","88.1244888305664","88.1537399291992","88.6738891601563","88.8196792602539","89.1549835205078","89.2985763549805","89.7630310058594","89.9085388183594","89.8914031982422","90.1096496582031","",
"North Macedonia","MKD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.2323532104492","","","","","","","","98.2127838134766","","","","","","","","","","","","98.8099975585938","","","","","","",
"Mali","MLI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","13.5129203796387","","","","","","","","","","","","","","","","","","","","","","26.7329692840576","","","","","32.7000007629395","","","34.8578910827637","","","","43.4006309509277","43.5204696655273","","","","45.0659217834473","","","46.184139251709","","",
"Malta","MLT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","86.5535430908203","","","","","","","","","","86.4302825927734","","","","","","","","","","91.1865768432617","","","","","","91.7926483154297","","","","","","","93.0099716186523","","",
"Myanmar","MMR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","85.7883605957031","","","","","","","","","","","","","","","","","93.9242630004883","","","","","","","","","","","","","","","","80.011589050293","","","","",
"Middle East & North Africa (excluding high income)","MNA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","53.7367286682129","54.2084083557129","54.6801490783691","55.1489410400391","55.649959564209","55.8510208129883","56.6710205078125","57.2994689941406","57.9346389770508","58.6602401733398","59.3199195861816","59.9299087524414","60.3378982543945","61.2067909240723","62.180908203125","62.9813995361328","63.8049583435059","64.7807083129883","65.6323318481445","67.9073181152344","68.9149627685547","69.8899536132813","71.1202011108398","71.7751083374023","73.007698059082","73.8630218505859","74.8176116943359","75.7623596191406","76.5788192749023","77.3395919799805","78.2901000976563","78.495849609375","82.5172119140625","83.0464630126953","81.977897644043","81.1109085083008","81.6686096191406","82.0430068969727","81.4565811157227","81.9327926635742","82.0949935913086","85.2711868286133","85.1527633666992","86.291633605957","83.7076721191406","84.7884521484375","85.371452331543","82.4979400634766","82.7857131958008","",
"Montenegro","MNE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","96.3205337524414","","","","","","","","","","89.2820892333984","","","","","","","","","","","","99.3031921386719","","","","","","","","99.4312133789063","","","","","","","99.4504699707031","","",
"Mongolia","MNG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0167770385742","","","","","","","","","","98.1746978759766","","","","","","","","98.1860122680664","","",
"Northern Mariana Islands","MNP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","43.7783317565918","","","","","","","","","","","","","","","","","54.8188781738281","","","","","","65.5771026611328","","","","","","67.3546981811523","","","","","","70.7583923339844","","72.5994491577148","","","",
"Mauritania","MRT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5403289794922","","","","","","","57.4043807983398","","","","","","","","","","63.7485504150391","","","",
"Mauritius","MUS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.145751953125","","","","","","","","","","88.2278594970703","","","","","","","","","","","91.9517211914063","94.6524124145508","94.0368881225586","94.765380859375","94.8611679077148","95.4358596801758","","93.3573532104492","","",
"Malawi","MWI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.2795028686523","","","","","","","","","","","74.9264068603516","","","","","","","","","","","","72.0976486206055","","","","75.9792633056641","69.7539672851563","","","","","",
"Malaysia","MYS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","78.1463317871094","","","","","","","","","","","88.56298828125","","","","","","","","","91.96923828125","","","","","","","","","","95.4337463378906","","","","","","96.2969970703125","96.4991226196289","96.123046875","","",
"North America","NAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.8081207275391","","","","","","","","","","86.5552291870117","","","","","","74.3283462524414","","","","88.631233215332","","","","","","","91.6274185180664","","",
"New Caledonia","NCL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","92.1909408569336","","","","","","","","","","","","","94.044189453125","","","","","","","96.7847671508789","","","","","","","","","","","","","","","","","","98.1399993896484","","","","","","",
"Niger","NER","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6400604248047","","","","42.9273681640625","","","","","","","39.0586891174316","","","","","","43.5940589904785","","",
"Nigeria","NGA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6537399291992","","","","","","","","","","","","66.7674331665039","","","76.1318664550781","","61.2540512084961","","","","","","","","","","71.2557067871094","","",
"Nicaragua","NIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7604904174805","","","","78.0964279174805","","","","","","","","","","82.4385528564453","","","","","",
"Netherlands","NLD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Norway","NOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nepal","NPL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","31.6727504730225","","","","","","","","","","49.2200202941895","","","","","","","","","","62.7080116271973","","","","","","","","","","71.708381652832","","","","","","","78.5913391113281","","",
"Nauru","NRU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.8623428344727","","","","","89.9993209838867","","90.2430267333984","","","","94.9907379150391","96.6328735351563","96.6308288574219","97.0238723754883","96.9894180297852","","",
"Other small states","OSS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","76.0124206542969","76.2002563476563","76.3781433105469","76.604621887207","76.9452972412109","77.0126495361328","77.4631805419922","77.7742691040039","78.1486282348633","78.5897064208984","79.0524597167969","79.2957305908203","79.6605606079102","80.2177581787109","80.7100372314453","81.5161819458008","81.9543533325195","82.1176910400391","82.8724365234375","83.6384124755859","84.2309036254883","84.4395065307617","85.0399017333984","84.375862121582","83.1307601928711","84.3311767578125","83.7303695678711","84.3023529052734","84.9811019897461","85.1183013916016","85.4763565063477","85.834342956543","87.6911468505859","87.2325820922852","87.3987274169922","87.5514831542969","87.7565994262695","",
"Pakistan","PAK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","35.3806495666504","","","","","","","","","","","","","","","","","55.2966117858887","","","","","","","64.0604782104492","67.6518402099609","65.0049362182617","68.866096496582","68.6276168823242","68.9006118774414","66.9911422729492","69.8582229614258","68.6293411254883","69.0668106079102","","","71.1159973144531","","","",
"Panama","PAN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","88.0965194702148","","","","","","","","","","89.3369598388672","","","","","","","","","","92.5479278564453","","","","","","","","","","94.7074127197266","","","","","","","","95.9689331054688","","",
"Peru","PER","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","90.1435317993164","","","","","","","","","","","","92.8510131835938","","","","","","","","","","","93.4607009887695","93.7183074951172","94.2258224487305","94.8570327758789","","","","","96.9501266479492","","96.9489822387695","97.1063766479492","97.1884613037109","97.0397415161133","97.1213684082031","","",
"Philippines","PHL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","83.889289855957","","","","","","","","","","93.9716873168945","","","","93.3028564453125","","","","","","92.5449981689453","","","91.6344909667969","","","","","95.0121307373047","","","","","96.0083389282227","","98.1232528686523","","","","","",
"Palau","PLW","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","93.2873764038086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4672088623047","","96.8127517700195","","","","","",
"Papua New Guinea","PNG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.4452209472656","","","","","","","","","","65.2900009155273","","","","","","","","","","",
"Poland","POL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","99.2751693725586","","","","","","","","","","99.2751693725586","","","","","","","","","","99.2751693725586","","","","","","","","","","99.2751693725586","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","60.7966804504395","61.5045204162598","61.9505996704102","62.651668548584","63.1561698913574","63.2450408935547","63.850658416748","64.3026428222656","64.7528762817383","64.8809204101563","65.3382110595703","66.0666122436523","66.7400207519531","67.5497283935547","66.2568969726563","67.047721862793","67.5117568969727","67.5019912719727","68.515739440918","67.8542175292969","67.7666320800781","65.0054702758789","64.6406326293945","64.0330810546875","64.4411773681641","65.7534484863281","68.2595672607422","68.7743530273438","69.6731567382813","68.4058990478516","70.4497299194336","71.058479309082","69.9084701538086","70.2760620117188","",
"Puerto Rico","PRI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","87.7480316162109","","","","","","","","","","89.5026931762695","","","","","","","","","","","","","","","","","","","","91.3307800292969","","","","","","","92.3899612426758","","","",
"Korea, Dem. People’s Rep.","PRK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9988784790039","","","","","","","","","","","","",
"Portugal","PRT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","84.8333435058594","","","","","","","","","","91.5870590209961","","","","","","","","","","93.3008270263672","","","","","","","","","","96.2855834960938","","","","","","","97.3536224365234","","",
"Paraguay","PRY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","81.0830688476563","","","","","","","","","","92.0001525878906","","","","","","","","","","93.8864974975586","","","","","95.7123794555664","94.1263198852539","94.3677291870117","94.8131484985352","","94.817253112793","95.6661911010742","95.8741226196289","96.2543029785156","95.4760589599609","","94.5114822387695","","",
"West Bank and Gaza","PSE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2435073852539","","","","","","","96.5427932739258","","97.0798873901367","97.2372131347656","97.1439971923828","97.4312515258789","97.629020690918","97.8570022583008","98.1918029785156","98.3910903930664","98.4023132324219","98.4809036254883","98.6078414916992","","98.6577606201172","","",
"Pacific island small states","PSS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.607536315918","89.6448974609375","89.8521881103516","90.0667266845703","90.2847290039063","90.491081237793","90.6591415405273","90.8589401245117","91.0473709106445","91.2251205444336","91.3894424438477","91.5516891479492","91.6924285888672","91.8147583007813","91.9451293945313","92.0453414916992","92.1442108154297","92.2806091308594","92.4241104125977","92.5636520385742","92.7132720947266","92.8184204101563","92.9061737060547","92.9866714477539","93.0323486328125","93.0775680541992","93.1716003417969","93.2696075439453","93.2814178466797","","",
"Post-demographic dividend","PST","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","76.7958297729492","","","","","","","","","","","84.2445602416992","","","","","","","86.7398223876953","","","89.957893371582","91.435791015625","91.3668212890625","91.7486190795898","91.6541366577148","89.9982604980469","90.3434295654297","91.046516418457","","92.8815612792969","93.1444625854492","","","",
"Romania","ROU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5320205688477","","","","","","","","","","98.4044036865234","","","","","","","","","99.0342864990234","","","","","","","99.1080093383789","","",
"Russian Federation","RUS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4562377929688","","","","","","","","","","","","","99.6940765380859","","","","","","","","99.7283096313477","","","","","","","","99.7251586914063","","",
"Rwanda","RWA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","50.8232612609863","","","","","","","","","","","","","","","","","","","","","","71.4193801879883","","","","","","","","","","71.1305389404297","","72.445182800293","","76.1497268676758","","","","77.5587997436523","","",
"South Asia","SAS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","49.9416885375977","49.9593315124512","50.5481796264648","51.1083908081055","51.6183090209961","52.1358909606934","51.9708786010742","53.1279106140137","53.6479797363281","54.1579399108887","54.6607513427734","55.1471405029297","55.629150390625","57.084529876709","57.6954803466797","58.2714881896973","58.3313293457031","59.857250213623","60.897029876709","61.5289993286133","62.1688385009766","62.8070487976074","63.4441604614258","68.6054992675781","69.1388931274414","69.6803894042969","69.8562698364258","70.7300033569336","71.6434097290039","72.1770324707031","72.5454406738281","72.5769424438477","72.8914566040039","74.7773666381836","75.2964477539063","75.7161712646484","75.840690612793","76.5397720336914","77.0527114868164","77.5051727294922","78.2688064575195","79.3809585571289","79.8610610961914","80.3054809570313","80.8053970336914","",
"Saudi Arabia","SAU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9685287475586","","","","","","","","87.0607681274414","","","","87.5320434570313","","","","","","","","","96.5314331054688","","","","97.1037063598633","","","",
"Sudan","SDN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.5810165405273","","","","","","","","59.7982482910156","","","","","","","","","","65.4351501464844","","",
"Senegal","SEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.9028816223145","","","","","","","","","","","","","","51.0515289306641","","","","52.2584800720215","","","59.7842712402344","","66.0360107421875","","53.9004096984863","","","","64.8122787475586","","","",
"Singapore","SGP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","91.5662307739258","","","","","","","","","","95.0931625366211","","","","","","","","","","96.5651016235352","","","","","","","","","","98.0371398925781","98.3928375244141","98.4694595336914","98.5425415039063","98.609016418457","98.5595703125","98.7344665527344","98.7969207763672","98.8508987426758","","",
"Solomon Islands","SLB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6999969482422","","","","","","","","","","83.6999969482422","","","","","","","","","","","",
"Sierra Leone","SLE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.6542892456055","","","","","","","","","41.3321685791016","","","","","51.6468811035156","","",
"El Salvador","SLV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.3724136352539","","","","","","","","","","","","","","86.6953430175781","84.8640670776367","87.0546798706055","86.8252105712891","87.0997009277344","88.3916473388672","","89.2350082397461","","90.0099411010742","90.2992706298828","90.6313781738281","91.1023406982422","","",
"San Marino","SMR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9320831298828","","",
"Somalia","SOM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","7.19844007492065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.9071807861328","","","","","","","","99.2646408081055","","","","","99.4997024536133","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","60.1300010681152","60.4174499511719","60.997688293457","61.368480682373","61.9295196533203","62.4508285522461","62.5162086486816","63.1708106994629","63.6558113098145","64.2748107910156","64.3368072509766","64.8094482421875","65.421028137207","66.0286026000977","66.7303237915039","65.64013671875","66.4044570922852","67.4392776489258","67.551872253418","69.4131393432617","68.1166763305664","68.2157897949219","66.3835525512695","66.2091979980469","67.0847091674805","67.4732131958008","68.6736679077148","69.6641464233398","70.3259582519531","70.8392486572266","71.1693496704102","71.5912628173828","71.5696563720703","71.9152526855469","72.1920700073242","",
"South Sudan","SSD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.8369293212891","","","","","","","","","","40.2648086547852","","",
"Sub-Saharan Africa","SSF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","60.2024612426758","60.4894599914551","61.0681381225586","61.43798828125","61.9973983764648","62.5163116455078","62.5825881958008","63.2353591918945","63.7189483642578","64.3360366821289","64.3978271484375","64.8688735961914","65.479736328125","66.0856704711914","66.7854537963867","65.6977615356445","66.4601669311523","67.4921035766602","67.6040802001953","69.460578918457","68.1669387817383","68.2655181884766","66.4372024536133","66.2652206420898","67.1384506225586","67.5255737304688","68.7229766845703","69.7156219482422","70.3738098144531","70.8863525390625","71.2149276733398","71.6360473632813","71.6096115112305","71.9540328979492","72.2297973632813","",
"Small states","SST","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2978897094727","79.5327224731445","79.5670166015625","79.8640823364258","80.0694580078125","80.3306274414063","80.6447830200195","80.9786529541016","81.1625137329102","81.4855194091797","81.9382019042969","82.3472595214844","83.0036087036133","83.2394714355469","83.5490417480469","84.1556396484375","84.7655029296875","85.2496337890625","85.4613571166992","85.9600677490234","85.5156784057617","84.7025909423828","85.6137619018555","85.1938705444336","85.6601791381836","86.2033233642578","86.3290023803711","86.6612930297852","86.9650421142578","88.3786010742188","88.037712097168","88.1699829101563","88.2884521484375","88.4457473754883","",
"Sao Tome and Principe","STP","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","73.1411514282227","","","","","","","","","","85.249641418457","","","","","","","","","","92.2346725463867","","","","","","","80.3302383422852","","","","94.956169128418","","","","","","96.1626815795898","","",
"Suriname","SUR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0163269042969","","","","95.4929428100586","","95.3647918701172","","94.869873046875","","","","","","96.0740432739258","","",
"Slovak Republic","SVK","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6020889282227","","","","","","","","","","","","","99.6900024414063","","","","","","","","","","99.6900024414063","","","","","","",
"Sweden","SWE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","57.384391784668","","","","","","","","","","69.6834716796875","","","","","","","","","","","","","","83.1546173095703","","","","","","","","","","83.900146484375","","","","","","","","88.2875823974609","","",
